seqnames	start	end	width	strand	direction	context	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	pValue	regionType	chr	comparison
SL4.0ch11	8302554	8302603	50	*	1	CHH	11	48	0.22916666666666663	17	31	0.5483870967741935	15	0.00430109436335303	gain	ch11	TET3
SL4.0ch11	8303004	8303053	50	*	-1	CHH	29	77	0.37662337662337664	0	17	0	9	0.00296620573052562	loss	ch11	TET3
SL4.0ch11	8305204	8305253	50	*	-1	CHH	29	50	0.58	14	60	0.23333333333333336	13	4.848929275210733e-4	loss	ch11	TET3
SL4.0ch11	8315304	8315353	50	*	-1	CHH	36	67	0.5373134328358209	2	20	0.1	11	9.809288535810934e-4	loss	ch11	TET3
SL4.0ch11	8343504	8343553	50	*	1	CHH	72	268	0.26865671641791045	30	50	0.6	22	2.654155544697475e-5	gain	ch11	TET3
SL4.0ch11	8349954	8350003	50	*	-1	CHH	28	80	0.35	0	23	0	15	0.00141674952429426	loss	ch11	TET3
SL4.0ch11	8350254	8350303	50	*	1	CHH	23	98	0.2346938775510204	20	37	0.5405405405405406	15	0.00114944452601948	gain	ch11	TET3
SL4.0ch11	8355004	8355053	50	*	1	CHH	20	98	0.20408163265306123	26	51	0.5098039215686274	9	3.3799320034766264e-4	gain	ch11	TET3
SL4.0ch11	8382654	8382703	50	*	1	CHH	18	86	0.20930232558139536	15	22	0.6818181818181818	15	7.913007276053506e-5	gain	ch11	TET3
SL4.0ch11	8386904	8386953	50	*	1	CHH	17	74	0.22972972972972977	13	17	0.7647058823529411	11	9.689165009013418e-5	gain	ch11	TET3
SL4.0ch11	8390204	8390253	50	*	1	CHH	36	132	0.2727272727272727	11	18	0.6111111111111112	11	0.00422806415775349	gain	ch11	TET3
SL4.0ch11	8411254	8411303	50	*	-1	CHH	61	87	0.7011494252873564	7	25	0.28	15	3.729920968412178e-4	loss	ch11	TET3
SL4.0ch11	8415454	8415503	50	*	-1	CHH	47	79	0.5949367088607594	8	38	0.21052631578947367	19	2.754456597427127e-4	loss	ch11	TET3
SL4.0ch11	8419704	8419753	50	*	-1	CHH	42	61	0.6885245901639344	12	46	0.2608695652173913	8	5.9096375254033425e-5	loss	ch11	TET3
SL4.0ch11	8451204	8451253	50	*	-1	CHH	28	76	0.3684210526315789	0	21	0	12	0.00152251307514822	loss	ch11	TET3
SL4.0ch11	8473204	8473253	50	*	1	CHH	28	133	0.21052631578947367	17	26	0.6538461538461539	13	2.838586189430709e-5	gain	ch11	TET3
SL4.0ch11	8477454	8477553	100	*	1	CHH	78	222	0.35135135135135137	61	79	0.7721518987341772	27	5.554817626996746e-9	gain	ch11	TET3
SL4.0ch11	8478704	8478753	50	*	-1	CHH	23	43	0.5348837209302325	11	48	0.22916666666666663	7	0.00323235652335499	loss	ch11	TET3
SL4.0ch11	8498804	8498853	50	*	1	CHH	28	111	0.25225225225225223	39	53	0.7358490566037735	8	1.0350765660846176e-7	gain	ch11	TET3
SL4.0ch11	8518304	8518353	50	*	-1	CHH	91	95	0.9578947368421052	21	33	0.6363636363636364	16	1.2464091549186398e-5	loss	ch11	TET3
SL4.0ch11	8526654	8526703	50	*	-1	CHH	70	104	0.6730769230769231	12	36	0.3333333333333333	10	7.282742742659509e-4	loss	ch11	TET3
SL4.0ch11	8529754	8529803	50	*	1	CHH	22	67	0.3283582089552239	16	22	0.7272727272727273	8	0.00158866543289641	gain	ch11	TET3
SL4.0ch11	8533904	8533953	50	*	-1	CHH	9	28	0.32142857142857145	0	34	0	11	7.113671174276507e-4	loss	ch11	TET3
SL4.0ch11	8570454	8570503	50	*	1	CHH	7	61	0.11475409836065574	6	10	0.6	10	5.324190828779388e-4	gain	ch11	TET3
SL4.0ch11	8595654	8595703	50	*	-1	CHH	38	76	0.5	4	25	0.16	12	0.00338217953715446	loss	ch11	TET3
SL4.0ch11	8605604	8605653	50	*	1	CHH	2	72	0.02777777777777777	6	14	0.42857142857142855	9	1.7284412153060635e-5	gain	ch11	TET3
SL4.0ch11	8628954	8629003	50	*	1	CHH	10	75	0.13333333333333333	9	18	0.5	17	9.690317686747018e-4	gain	ch11	TET3
SL4.0ch11	8652804	8652853	50	*	1	CHH	9	58	0.15517241379310345	20	41	0.4878048780487805	16	6.981426314325584e-4	gain	ch11	TET3
SL4.0ch11	8656504	8656553	50	*	1	CHH	5	66	0.07575757575757576	6	13	0.4615384615384616	11	5.405809718205555e-4	gain	ch11	TET3
SL4.0ch11	8661054	8661103	50	*	1	CHH	0	22	0	4	13	0.3076923076923077	5	0.00599746338841369	gain	ch11	TET3
SL4.0ch11	8668504	8668553	50	*	1	CHH	5	42	0.11904761904761904	23	50	0.46	18	7.844338030966508e-4	gain	ch11	TET3
SL4.0ch11	8675754	8675803	50	*	-1	CHH	39	119	0.3277310924369748	0	35	0	12	2.608551330895489e-4	loss	ch11	TET3
SL4.0ch11	8691754	8691803	50	*	1	CHH	5	53	0.09433962264150944	8	19	0.42105263157894735	7	0.00210066874966764	gain	ch11	TET3
SL4.0ch11	8696504	8696553	50	*	1	CHH	8	64	0.125	6	13	0.4615384615384616	11	0.00462385212483973	gain	ch11	TET3
SL4.0ch11	8700904	8700953	50	*	1	CHH	9	37	0.24324324324324328	23	38	0.6052631578947368	10	0.00214095533823624	gain	ch11	TET3
SL4.0ch11	8701004	8701053	50	*	1	CHH	2	35	0.05714285714285714	8	22	0.3636363636363637	8	0.00365000269031782	gain	ch11	TET3
SL4.0ch11	8707404	8707453	50	*	-1	CHH	63	102	0.6176470588235294	2	18	0.1111111111111111	7	2.1916781064210497e-4	loss	ch11	TET3
SL4.0ch11	8712704	8712753	50	*	1	CHH	55	87	0.632183908045977	25	26	0.9615384615384616	19	0.00177606288538338	gain	ch11	TET3
SL4.0ch11	8713654	8713703	50	*	-1	CHH	102	120	0.85	14	33	0.42424242424242425	10	4.703440721682892e-6	loss	ch11	TET3
SL4.0ch11	8730104	8730153	50	*	1	CHH	7	102	0.06862745098039216	8	15	0.5333333333333333	15	5.352999394547206e-6	gain	ch11	TET3
SL4.0ch11	8732254	8732303	50	*	1	CHH	62	96	0.6458333333333334	22	23	0.9565217391304348	10	0.0038831839012841	gain	ch11	TET3
SL4.0ch11	8735954	8736053	100	*	1	CHH	14	60	0.23333333333333336	28	37	0.7567567567567568	14	4.78830670173768e-6	gain	ch11	TET3
SL4.0ch11	8737004	8737053	50	*	-1	CHH	63	78	0.8076923076923077	7	17	0.4117647058823529	11	0.00128979954170465	loss	ch11	TET3
SL4.0ch11	8738254	8738303	50	*	1	CHH	40	75	0.5333333333333333	22	25	0.88	13	0.00260796294522043	gain	ch11	TET3
SL4.0ch11	8757204	8757253	50	*	-1	CHH	135	205	0.6585365853658537	17	58	0.29310344827586204	17	6.548911545080015e-6	loss	ch11	TET3
SL4.0ch11	8784554	8784603	50	*	1	CHH	17	48	0.3541666666666667	16	22	0.7272727272727273	15	0.00423223755868441	gain	ch11	TET3
SL4.0ch11	8787904	8787953	50	*	1	CHH	51	163	0.3128834355828221	40	64	0.625	13	7.30589805408177e-5	gain	ch11	TET3
SL4.0ch11	8799254	8799303	50	*	-1	CHH	47	50	0.94	7	12	0.5833333333333334	12	0.00147627506462196	loss	ch11	TET3
SL4.0ch11	8803504	8803553	50	*	1	CHH	11	66	0.16666666666666666	19	39	0.4871794871794872	13	8.462053490124277e-4	gain	ch11	TET3
SL4.0ch11	8818304	8818453	150	*	1	CHH	62	228	0.2719298245614035	47	80	0.5875	34	4.3263862329222374e-06	gain	ch11	TET3
SL4.0ch11	8826204	8826253	50	*	1	CHH	53	122	0.4344262295081967	35	47	0.7446808510638298	12	6.31976593410465e-4	gain	ch11	TET3
SL4.0ch11	8826704	8826753	50	*	1	CHH	25	126	0.1984126984126984	9	15	0.6	13	0.00104482453847766	gain	ch11	TET3
SL4.0ch11	8840754	8840803	50	*	-1	CHH	64	76	0.8421052631578947	11	22	0.5	6	0.0013807662411561	loss	ch11	TET3
SL4.0ch11	8842404	8842453	50	*	1	CHH	0	124	0	3	10	0.3	10	2.4619246270904178e-8	gain	ch11	TET3
SL4.0ch11	8855704	8855803	100	*	-1	CHH	71	107	0.6635514018691588	30	89	0.33707865168539325	18	3.224965190285693e-5	loss	ch11	TET3
SL4.0ch11	8857204	8857253	50	*	1	CHH	25	62	0.4032258064516129	36	51	0.7058823529411765	12	0.00191387366648239	gain	ch11	TET3
SL4.0ch11	8867404	8867453	50	*	1	CHH	2	66	0.0303030303030303	10	30	0.3333333333333333	4	1.2211355460802837e-4	gain	ch11	TET3
SL4.0ch11	8869004	8869053	50	*	-1	CHH	32	72	0.4444444444444444	6	42	0.14285714285714285	11	0.00153453030020076	loss	ch11	TET3
SL4.0ch11	8869054	8869103	50	*	-1	CHH	46	78	0.5897435897435898	20	72	0.2777777777777778	12	3.2539117726693346e-4	loss	ch11	TET3
SL4.0ch11	8876304	8876353	50	*	-1	CHH	35	59	0.5932203389830508	4	23	0.17391304347826086	10	0.00110770449012405	loss	ch11	TET3
SL4.0ch11	8891804	8891853	50	*	1	CHH	15	85	0.17647058823529413	10	20	0.5	10	0.00286328536026572	gain	ch11	TET3
SL4.0ch11	8929304	8929353	50	*	1	CHH	14	83	0.1686746987951807	20	35	0.5714285714285714	13	5.2812259777733554e-5	gain	ch11	TET3
SL4.0ch11	8952004	8952053	50	*	-1	CHH	14	28	0.5	9	49	0.1836734693877551	9	0.00408381288287586	loss	ch11	TET3
SL4.0ch11	8957554	8957603	50	*	1	CHH	11	62	0.1774193548387097	13	23	0.5652173913043478	10	8.102783013095574e-4	gain	ch11	TET3
SL4.0ch11	8957904	8957953	50	*	1	CHH	3	64	0.046875	26	72	0.3611111111111111	19	4.3888040648446025e-5	gain	ch11	TET3
SL4.0ch11	9012354	9012403	50	*	1	CHH	21	72	0.2916666666666667	13	21	0.6190476190476191	15	0.00634990272040317	gain	ch11	TET3
SL4.0ch11	9045154	9045203	50	*	1	CHH	26	57	0.45614035087719296	25	32	0.78125	7	0.00352449322542976	gain	ch11	TET3
SL4.0ch11	9050754	9050803	50	*	1	CHH	7	37	0.1891891891891892	14	18	0.7777777777777778	6	1.018513472508296e-4	gain	ch11	TET3
SL4.0ch11	9051854	9051903	50	*	1	CHH	25	61	0.4098360655737705	43	54	0.7962962962962963	13	1.0463100909852664e-4	gain	ch11	TET3
SL4.0ch11	9056654	9056703	50	*	-1	CHH	50	68	0.7352941176470589	0	19	0	11	2.3215695852449115e-7	loss	ch11	TET3
SL4.0ch11	9057004	9057103	100	*	1	CHH	12	174	0.06896551724137931	10	16	0.625	16	1.6395041638294323e-9	gain	ch11	TET3
SL4.0ch11	9059354	9059403	50	*	1	CHH	26	116	0.22413793103448276	18	33	0.5454545454545454	15	7.21181360948491e-4	gain	ch11	TET3
SL4.0ch11	9066504	9066553	50	*	1	CHH	2	35	0.05714285714285714	7	14	0.5	10	6.332774936071902e-4	gain	ch11	TET3
SL4.0ch11	9072654	9072703	50	*	-1	CHH	34	50	0.68	9	27	0.3333333333333333	10	0.00402326592881549	loss	ch11	TET3
SL4.0ch11	9083404	9083453	50	*	1	CHH	20	97	0.20618556701030927	13	24	0.5416666666666666	11	0.00149816905478894	gain	ch11	TET3
SL4.0ch11	9086854	9086903	50	*	1	CHH	11	88	0.125	15	35	0.42857142857142855	15	4.700492853866793e-4	gain	ch11	TET3
SL4.0ch11	9087054	9087103	50	*	1	CHH	1	32	0.03125	9	23	0.391304347826087	14	0.00110951796791326	gain	ch11	TET3
SL4.0ch11	9087454	9087503	50	*	1	CHH	9	86	0.10465116279069768	9	21	0.42857142857142855	10	7.466594368634638e-4	gain	ch11	TET3
SL4.0ch11	9110454	9110503	50	*	1	CHH	16	109	0.14678899082568808	18	36	0.5	21	6.843787795634644e-5	gain	ch11	TET3
SL4.0ch11	9117304	9117353	50	*	1	CHH	4	68	0.0588235294117647	8	21	0.380952380952381	10	3.9786599867038994e-4	gain	ch11	TET3
SL4.0ch11	9133304	9133353	50	*	1	CHH	22	132	0.16666666666666666	15	29	0.5172413793103449	14	1.669406304914219e-4	gain	ch11	TET3
SL4.0ch11	9159654	9159703	50	*	1	CHH	24	189	0.12698412698412698	8	17	0.4705882352941176	13	4.368345888320667e-4	gain	ch11	TET3
SL4.0ch11	9183954	9184003	50	*	-1	CHH	12	26	0.4615384615384616	9	85	0.10588235294117648	13	1.7304558833808044e-4	loss	ch11	TET3
SL4.0ch11	9192704	9192753	50	*	-1	CHH	37	78	0.47435897435897434	1	20	0.05	12	9.426899838205363e-4	loss	ch11	TET3
SL4.0ch11	9192954	9193003	50	*	1	CHH	1	42	0.0238095238095238	4	10	0.4	6	6.158999768260421e-4	gain	ch11	TET3
SL4.0ch11	9193954	9194003	50	*	1	CHH	18	60	0.3	18	27	0.6666666666666666	11	0.00191203457516668	gain	ch11	TET3
SL4.0ch11	9246804	9246853	50	*	1	CHH	11	95	0.11578947368421053	16	38	0.42105263157894735	14	2.3519012818079056e-4	gain	ch11	TET3
SL4.0ch11	9274754	9274803	50	*	1	CHH	52	207	0.25120772946859904	23	40	0.575	23	1.5974205910263705e-4	gain	ch11	TET3
SL4.0ch11	9289704	9289753	50	*	-1	CHH	32	76	0.42105263157894735	1	24	0.04166666666666666	12	0.00102028645153982	loss	ch11	TET3
SL4.0ch11	9322254	9322303	50	*	-1	CHH	35	66	0.5303030303030303	4	24	0.16666666666666666	6	0.00270343865669765	loss	ch11	TET3
SL4.0ch11	9325854	9325903	50	*	1	CHH	7	39	0.1794871794871795	12	24	0.5	8	0.00717035946857083	gain	ch11	TET3
SL4.0ch11	9328704	9328753	50	*	1	CHH	55	149	0.3691275167785235	17	20	0.85	15	1.5646038592024257e-4	gain	ch11	TET3
SL4.0ch11	9331854	9331903	50	*	1	CHH	18	56	0.32142857142857145	21	30	0.7	12	0.00128359575310925	gain	ch11	TET3
SL4.0ch11	9331854	9331903	50	*	1	CHH	18	56	0.32142857142857145	21	30	0.7	12	0.00128359575310925	gain	ch11	TET3
SL4.0ch11	9332004	9332053	50	*	-1	CHH	36	44	0.8181818181818182	15	31	0.4838709677419355	11	0.00286398096266042	loss	ch11	TET3
SL4.0ch11	9332004	9332053	50	*	-1	CHH	36	44	0.8181818181818182	15	31	0.4838709677419355	11	0.00286398096266042	loss	ch11	TET3
SL4.0ch11	9335704	9335803	100	*	1	CHH	15	89	0.16853932584269662	28	50	0.56	22	1.3387992542635868e-5	gain	ch11	TET3
SL4.0ch11	9336004	9336103	100	*	1	CHH	47	177	0.2655367231638418	42	50	0.84	19	1.9659522811873947e-11	gain	ch11	TET3
SL4.0ch11	9337754	9337803	50	*	1	CHH	1	49	0.02040816326530612	9	24	0.375	7	1.3120327064232516e-4	gain	ch11	TET3
SL4.0ch11	9338854	9339003	150	*	1	CHH	97	204	0.47549019607843135	97	109	0.8899082568807339	30	5.342230541864307e-11	gain	ch11	TET3
SL4.0ch11	9343054	9343103	50	*	1	CHH	9	99	0.09090909090909093	7	17	0.4117647058823529	16	7.757298627501238e-4	gain	ch11	TET3
SL4.0ch11	9370004	9370053	50	*	1	CHH	11	79	0.13924050632911392	24	53	0.4528301886792453	15	2.0291054932112124e-4	gain	ch11	TET3
SL4.0ch11	9371004	9371053	50	*	1	CHH	9	68	0.1323529411764706	13	28	0.4642857142857143	12	8.366215203929742e-4	gain	ch11	TET3
SL4.0ch11	9444254	9444303	50	*	1	CHH	3	50	0.06	8	22	0.3636363636363637	10	0.00151904675134153	gain	ch11	TET3
SL4.0ch11	9444254	9444303	50	*	1	CHH	3	50	0.06	8	22	0.3636363636363637	10	0.00151904675134153	gain	ch11	TET3
SL4.0ch11	9444404	9444453	50	*	1	CHH	7	33	0.21212121212121213	10	14	0.7142857142857143	11	0.00161256241226968	gain	ch11	TET3
SL4.0ch11	9444404	9444503	100	*	1	CHH	15	79	0.189873417721519	20	34	0.5882352941176471	23	1.0717631233667988e-4	gain	ch11	TET3
SL4.0ch11	9451804	9451853	50	*	1	CHH	10	59	0.1694915254237288	21	43	0.4883720930232558	16	9.884138417690972e-4	gain	ch11	TET3
SL4.0ch11	9453554	9453603	50	*	1	CHH	12	96	0.125	18	42	0.42857142857142855	16	2.1813767731779585e-4	gain	ch11	TET3
SL4.0ch11	9459054	9459103	50	*	1	CHH	0	18	0	6	18	0.3333333333333333	12	0.00732218351634149	gain	ch11	TET3
SL4.0ch11	9499104	9499153	50	*	-1	CHH	57	75	0.76	13	29	0.4482758620689655	14	0.00299603612861537	loss	ch11	TET3
SL4.0ch11	9521554	9521603	50	*	1	CHH	14	61	0.22950819672131148	24	44	0.5454545454545454	10	0.00141981224961883	gain	ch11	TET3
SL4.0ch11	9524304	9524353	50	*	1	CHH	11	50	0.22	15	24	0.625	11	0.0011058309878402	gain	ch11	TET3
SL4.0ch11	9525054	9525103	50	*	1	CHH	3	39	0.07692307692307693	21	48	0.4375	12	4.421349776619768e-4	gain	ch11	TET3
SL4.0ch11	9526204	9526253	50	*	1	CHH	28	95	0.29473684210526313	20	33	0.6060606060606061	14	0.00206925362377867	gain	ch11	TET3
SL4.0ch11	9533704	9533753	50	*	-1	CHH	29	42	0.6904761904761905	4	16	0.25	12	0.00308567487169781	loss	ch11	TET3
SL4.0ch11	9566104	9566153	50	*	-1	CHH	70	113	0.6194690265486725	4	71	0.05633802816901408	11	3.797125803061919e-12	loss	ch11	TET3
SL4.0ch11	9580554	9580603	50	*	1	CHH	15	83	0.18072289156626503	13	27	0.48148148148148145	13	0.00245484994635553	gain	ch11	TET3
SL4.0ch11	9586804	9586853	50	*	-1	CHH	51	85	0.6	9	30	0.3	17	0.00511321111578388	loss	ch11	TET3
SL4.0ch11	9588404	9588453	50	*	1	CHH	15	100	0.15	18	39	0.4615384615384616	10	2.950530294048444e-4	gain	ch11	TET3
SL4.0ch11	9601604	9601653	50	*	1	CHH	0	10	0	6	10	0.6	8	0.00397531023882827	gain	ch11	TET3
SL4.0ch11	9602604	9602653	50	*	-1	CHH	40	72	0.5555555555555556	8	47	0.1702127659574468	11	1.114849309827391e-4	loss	ch11	TET3
SL4.0ch11	9635404	9635453	50	*	-1	CHH	114	205	0.5560975609756098	7	29	0.2413793103448276	18	0.00211176285632348	loss	ch11	TET3
SL4.0ch11	9637304	9637353	50	*	1	CHH	5	94	0.05319148936170213	11	31	0.3548387096774194	13	6.343655786887422e-5	gain	ch11	TET3
SL4.0ch11	9648554	9648603	50	*	1	CHH	10	41	0.24390243902439024	20	30	0.6666666666666666	7	7.366661756021759e-4	gain	ch11	TET3
SL4.0ch11	9654554	9654603	50	*	-1	CHH	16	49	0.32653061224489793	0	17	0	13	0.00691437608889108	loss	ch11	TET3
SL4.0ch11	9661954	9662003	50	*	-1	CHH	85	104	0.8173076923076923	10	23	0.43478260869565216	14	3.4689496734186225e-4	loss	ch11	TET3
SL4.0ch11	9663904	9663953	50	*	1	CHH	35	96	0.3645833333333333	37	55	0.6727272727272727	9	5.796553550642341e-4	gain	ch11	TET3
SL4.0ch11	9664954	9665003	50	*	1	CHH	5	17	0.29411764705882354	11	14	0.7857142857142857	4	0.0065982112186403	gain	ch11	TET3
SL4.0ch11	9675254	9675303	50	*	1	CHH	0	30	0	7	20	0.35	16	8.918254383753209e-4	gain	ch11	TET3
SL4.0ch11	9679304	9679353	50	*	-1	CHH	65	87	0.7471264367816092	0	39	0	11	1.0685077906617997e-12	loss	ch11	TET3
SL4.0ch11	9680004	9680053	50	*	-1	CHH	30	71	0.4225352112676056	5	50	0.1	8	3.183095483935522e-4	loss	ch11	TET3
SL4.0ch11	9690354	9690403	50	*	1	CHH	29	112	0.25892857142857145	20	34	0.5882352941176471	16	7.381093250054975e-4	gain	ch11	TET3
SL4.0ch11	9695654	9695703	50	*	-1	CHH	32	63	0.5079365079365079	2	19	0.10526315789473684	15	0.00241663870143652	loss	ch11	TET3
SL4.0ch11	9702154	9702203	50	*	-1	CHH	28	65	0.4307692307692308	10	79	0.12658227848101267	13	1.390897413621491e-4	loss	ch11	TET3
SL4.0ch11	9708954	9709003	50	*	-1	CHH	90	99	0.9090909090909092	14	24	0.5833333333333334	15	2.295933725118406e-4	loss	ch11	TET3
SL4.0ch11	9732654	9732703	50	*	1	CHH	12	60	0.2	11	22	0.5	9	0.00739567807083898	gain	ch11	TET3
SL4.0ch11	9733454	9733503	50	*	1	CHH	1	20	0.05	6	14	0.42857142857142855	12	0.0072614917056538	gain	ch11	TET3
SL4.0ch11	9762904	9762953	50	*	1	CHH	0	93	0	5	16	0.3125	12	6.313365588071017e-7	gain	ch11	TET3
SL4.0ch11	9813104	9813153	50	*	1	CHH	26	114	0.22807017543859648	7	11	0.6363636363636364	10	0.00391507959595181	gain	ch11	TET3
SL4.0ch11	9824904	9824953	50	*	1	CHH	22	131	0.16793893129770993	16	30	0.5333333333333333	18	9.053253450281246e-5	gain	ch11	TET3
SL4.0ch11	9844004	9844053	50	*	1	CHH	14	87	0.16091954022988506	9	16	0.5625	16	7.742845959036422e-4	gain	ch11	TET3
SL4.0ch11	9849404	9849453	50	*	-1	CHH	64	67	0.9552238805970148	11	19	0.5789473684210527	11	6.897528971334515e-5	loss	ch11	TET3
SL4.0ch11	9852454	9852503	50	*	1	CHH	22	74	0.2972972972972973	20	33	0.6060606060606061	10	0.00314246115495316	gain	ch11	TET3
SL4.0ch11	9857004	9857053	50	*	1	CHH	61	157	0.3885350318471338	22	29	0.7586206896551724	14	5.239534275143688e-4	gain	ch11	TET3
SL4.0ch11	9857604	9857653	50	*	1	CHH	20	122	0.16393442622950818	39	76	0.5131578947368421	18	2.3514282335301315e-6	gain	ch11	TET3
SL4.0ch11	9864604	9864653	50	*	1	CHH	28	57	0.49122807017543857	36	45	0.8	16	0.00196321635569807	gain	ch11	TET3
SL4.0ch11	9873004	9873053	50	*	-1	CHH	61	162	0.3765432098765432	3	51	0.0588235294117647	14	7.33388413229206e-5	loss	ch11	TET3
SL4.0ch11	9877054	9877103	50	*	1	CHH	10	62	0.16129032258064516	15	30	0.5	9	0.00108501024788322	gain	ch11	TET3
SL4.0ch11	9904754	9904803	50	*	-1	CHH	40	79	0.5063291139240507	4	55	0.07272727272727272	15	2.038030717772316e-6	loss	ch11	TET3
SL4.0ch11	9907304	9907353	50	*	-1	CHH	33	66	0.5	6	52	0.1153846153846154	13	5.333834999148495e-5	loss	ch11	TET3
SL4.0ch11	9908054	9908103	50	*	-1	CHH	57	73	0.7808219178082192	21	45	0.4666666666666667	15	8.73192378897849e-4	loss	ch11	TET3
SL4.0ch11	9918504	9918553	50	*	1	CHH	106	195	0.5435897435897435	24	28	0.8571428571428571	23	0.0022702649908516	gain	ch11	TET3
SL4.0ch11	9919454	9919503	50	*	1	CHH	1	49	0.02040816326530612	4	11	0.3636363636363637	11	4.683435833594318e-4	gain	ch11	TET3
SL4.0ch11	9940904	9940953	50	*	1	CHH	0	40	0	5	12	0.4166666666666667	7	7.894791868552124e-5	gain	ch11	TET3
SL4.0ch11	9941504	9941553	50	*	1	CHH	11	41	0.2682926829268293	14	19	0.7368421052631579	6	0.00108184777396328	gain	ch11	TET3
SL4.0ch11	9947754	9947803	50	*	-1	CHH	42	49	0.8571428571428571	13	29	0.4482758620689655	9	3.4341761913914273e-4	loss	ch11	TET3
SL4.0ch11	9948004	9948053	50	*	1	CHH	5	47	0.10638297872340426	6	8	0.75	7	1.0473245327973888e-4	gain	ch11	TET3
SL4.0ch11	9949354	9949403	50	*	1	CHH	26	153	0.16993464052287582	16	29	0.5517241379310345	13	4.2571936802126184e-5	gain	ch11	TET3
SL4.0ch11	9958604	9958653	50	*	1	CHH	8	49	0.16326530612244897	12	25	0.48	12	0.00424509329947593	gain	ch11	TET3
SL4.0ch11	9959004	9959053	50	*	1	CHH	16	64	0.25	13	23	0.5652173913043478	12	0.00620464154615216	gain	ch11	TET3
SL4.0ch11	9959754	9959803	50	*	-1	CHH	26	46	0.5652173913043478	4	26	0.15384615384615383	14	0.00115380205111122	loss	ch11	TET3
SL4.0ch11	9980304	9980353	50	*	1	CHH	24	80	0.3	12	18	0.6666666666666666	10	0.00410237223973534	gain	ch11	TET3
SL4.0ch11	9980504	9980553	50	*	-1	CHH	37	66	0.5606060606060606	2	19	0.10526315789473684	7	8.536706590319941e-4	loss	ch11	TET3
SL4.0ch11	9981804	9981853	50	*	1	CHH	36	74	0.4864864864864865	26	33	0.7878787878787878	9	0.00409024074578371	gain	ch11	TET3
SL4.0ch11	10031554	10031603	50	*	1	CHH	5	32	0.15625	12	24	0.5	13	0.0059347772475647	gain	ch11	TET3
SL4.0ch11	10055854	10055903	50	*	1	CHH	14	70	0.2	14	19	0.7368421052631579	7	4.332946507977729e-5	gain	ch11	TET3
SL4.0ch11	10070804	10070853	50	*	1	CHH	11	111	0.0990990990990991	17	39	0.4358974358974359	16	2.332537905465842e-5	gain	ch11	TET3
SL4.0ch11	10094004	10094053	50	*	1	CHH	0	21	0	6	17	0.35294117647058826	9	0.00360630321646475	gain	ch11	TET3
SL4.0ch11	10103404	10103453	50	*	-1	CHH	19	57	0.3333333333333333	0	28	0	9	9.63495199289131e-4	loss	ch11	TET3
SL4.0ch11	10104704	10104753	50	*	1	CHH	30	107	0.2803738317757009	12	20	0.6	20	0.0056430189303877	gain	ch11	TET3
SL4.0ch11	10115504	10115553	50	*	-1	CHH	23	61	0.3770491803278688	2	30	0.06666666666666667	7	0.00244407117076217	loss	ch11	TET3
SL4.0ch11	10115904	10115953	50	*	1	CHH	5	47	0.10638297872340426	10	23	0.43478260869565216	6	0.00227927802472957	gain	ch11	TET3
SL4.0ch11	10115904	10115953	50	*	1	CHH	5	47	0.10638297872340426	10	23	0.43478260869565216	6	0.00227927802472957	gain	ch11	TET3
SL4.0ch11	10116054	10116103	50	*	-1	CHH	47	107	0.4392523364485981	3	33	0.09090909090909093	15	5.748267845473564e-4	loss	ch11	TET3
SL4.0ch11	10116054	10116103	50	*	-1	CHH	47	107	0.4392523364485981	3	33	0.09090909090909093	15	5.748267845473564e-4	loss	ch11	TET3
SL4.0ch11	10117304	10117353	50	*	1	CHH	9	42	0.21428571428571427	13	22	0.5909090909090909	6	0.0032046965771825	gain	ch11	TET3
SL4.0ch11	10137004	10137053	50	*	1	CHH	6	69	0.08695652173913043	9	21	0.42857142857142855	19	5.318769205781954e-4	gain	ch11	TET3
SL4.0ch11	10148704	10148753	50	*	1	CHH	17	82	0.2073170731707317	9	17	0.5294117647058824	12	0.00626721190987353	gain	ch11	TET3
SL4.0ch11	10166754	10166803	50	*	1	CHH	0	41	0	5	12	0.4166666666666667	6	6.700595151625085e-5	gain	ch11	TET3
SL4.0ch11	10181454	10181503	50	*	1	CHH	2	39	0.05128205128205128	22	62	0.3548387096774194	10	9.035840184045882e-4	gain	ch11	TET3
SL4.0ch11	10186304	10186353	50	*	1	CHH	0	18	0	4	8	0.5	5	0.0016804365124074	gain	ch11	TET3
SL4.0ch11	10193804	10193853	50	*	1	CHH	44	172	0.2558139534883721	47	83	0.5662650602409639	19	1.0770485691184476e-5	gain	ch11	TET3
SL4.0ch11	10194154	10194203	50	*	1	CHH	7	62	0.1129032258064516	15	33	0.4545454545454546	8	4.2125929455681465e-4	gain	ch11	TET3
SL4.0ch11	10234654	10234703	50	*	1	CHH	6	74	0.08108108108108109	19	48	0.3958333333333333	10	1.0457559657573436e-4	gain	ch11	TET3
SL4.0ch11	10245654	10245703	50	*	1	CHH	43	119	0.3613445378151261	32	39	0.8205128205128205	14	6.3264093853015765e-6	gain	ch11	TET3
SL4.0ch11	10248004	10248053	50	*	1	CHH	17	78	0.21794871794871795	20	37	0.5405405405405406	10	9.835284242713004e-4	gain	ch11	TET3
